##v1.0##
FDN,OBJECT_TYPE,EQT_FDN,DOMAIN,ZONE,SITE,NAME,MNEMO,COMMENTARY,IP_ADDRESS,CIAL_TYPE,CIAL_PRIMARY,CIAL_PROTOCOL,CIAL_PE_NAME,CIAL_ACCESS_TYPE_NETWORK,CIAL_TAIL_CIRCUIT_BWD_UP,CIAL_TAIL_CIRCUIT_BWD_DOWN,CIAL_SOLD_BWD,SRV_STAT_DATA,SRV_LOAD_MAX_UP_SLA,SRV_LOAD_MAX_DOWN_SLA,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:AAF.ZI:X.RTONE:HEUDEBOUVILLE-S1.L:A0,LR,DI:AAF.ZI:X.RTONE:HEUDEBOUVILLE-S1,AAF,ROU,HEUDEBOUVILLE,A0,heudebouville-s1-A0,VERS ROU6 ATM2/0/1.93,,,,,,,,,,Y,,,CD02643SAE,BVPN - Corporate 2048,VPO0012,0022665208
DI:AAF.ZI:X.RTONE:HEUDEBOUVILLE-S1.L:FE0/0,LAN,DI:AAF.ZI:X.RTONE:HEUDEBOUVILLE-S1,AAF,ROU,HEUDEBOUVILLE,FE0/0,heudebouville-s1-FE0/0,ORCH=CLIENT *** LAN CLIENT ***,,,,,,,,,,N,,,CD02643SAE,BVPN - Corporate 2048,VPO0012,0022665208
DI:AAF.ZI:X.RTONE:HEUDEBOUVILLE-S1.L:FE0/3,LD_LAN,DI:AAF.ZI:X.RTONE:HEUDEBOUVILLE-S1,AAF,ROU,HEUDEBOUVILLE,FE0/3,heudebouville-s1-FE0/3,ORCH=DEPORT --- ROCADE ---,20.20.20.21,,,,,,,,,Y,,,CD02643SAE,BVPN - Corporate 2048,VPO0012,0022665208
DI:AAF.ZI:X.RTONE:VINC-N.L:A0,LR,DI:AAF.ZI:X.RTONE:VINC-N,AAF,IDF,VINCENNES,A0,vinc-n-A0,ORCH=RESEAU *** Liaison DSL ***,,,,,,,,,,N,,,CD03KT2VF9,BVPN - Corporate 2048,VPO0012,0023018923
DI:AAF.ZI:X.RTONE:VINC-N.L:FE0/0,LAN,DI:AAF.ZI:X.RTONE:VINC-N,AAF,IDF,VINCENNES,FE0/0,vinc-n-FE0/0,ORCH=CLIENT *** LAN CLIENT ***,,,,,,,,,,N,,,CD03KT2VF9,BVPN - Corporate 2048,VPO0012,0023018923
DI:AAF.ZI:X.RTONE:VINC-N.L:FE0/3,LD_LAN,DI:AAF.ZI:X.RTONE:VINC-N,AAF,IDF,VINCENNES,FE0/3,vinc-n-FE0/3,ORCH=DEPORT --- ROCADE ---,20.20.20.21,,,,,,,,,N,,,CD03KT2VF9,BVPN - Corporate 2048,VPO0012,0023018923
DI:AAF.ZI:X.RTONE:VINC-S.L:A0,LR,DI:AAF.ZI:X.RTONE:VINC-S,AAF,IDF,VINCENNES,A0,vinc-s-A0,ORCH=RESEAU *** Liaison DSL ***,,,,,,,,,,N,,,CD03KT2VF9,BVPN - Corporate 2048,VPO0012,0023018923
DI:AAF.ZI:X.RTONE:VINC-S.L:FE0/0,LAN,DI:AAF.ZI:X.RTONE:VINC-S,AAF,IDF,VINCENNES,FE0/0,vinc-s-FE0/0,ORCH=CLIENT *** LAN CLIENT ***,,,,,,,,,,N,,,CD03KT2VF9,BVPN - Corporate 2048,VPO0012,0023018923
DI:AAF.ZI:X.RTONE:VINC-S.L:FE0/3,LD_LAN,DI:AAF.ZI:X.RTONE:VINC-S,AAF,IDF,VINCENNES,FE0/3,vinc-s-FE0/3,ORCH=DEPORT --- ROCADE ---,20.20.20.22,,,,,,,,,N,,,CD03KT2VF9,BVPN - Corporate 2048,VPO0012,0023018923
DI:AAF.ZI:X.RTSNMP:BJNJ2-AAF-TPC.L:SP-11/1/0-2144-INSIDE,LR,DI:AAF.ZI:X.RTSNMP:BJNJ2-AAF-TPC,AAF,ROU,PASSERELLE INTERNET,SP-11/1/0-2144-inside,Passerelle Internet BVPN cote Internet,SPV # CD02613BA1 AAF_TPC PI 194.250.203.40 inside # by NConf (trefouel) 2011-04-19 17:06:56,,,,,,,,,,Y,,,,,,
DI:AAF.ZI:X.RTSNMP:BJNJ2-AAF-TPC.L:SP-11/1/0-2145-OUTSIDE,LD,DI:AAF.ZI:X.RTSNMP:BJNJ2-AAF-TPC,AAF,ROU,PASSERELLE INTERNET,SP-11/1/0-2145-outside,Passerelle Internet BVPN cote VPN,SPV # CD02613BA1 AAF_TPC PI 194.250.203.40 outside # by NConf (trefouel) 2011-04-19 17:06:56,,,,,,,,,,Y,,,,,,
DI:ACM.ZI:X.RTONE:ARCEAUX.L:A0,LR,DI:ACM.ZI:X.RTONE:ARCEAUX,ACM,MPL,AGENCE ARCEAUX,A0,arceaux-A0,,,,,,,,,,,Y,,,CD03F373CE,BVPN - Corporate 937,VPO0002,0022977660
DI:ACM.ZI:X.RTONE:ARCEAUX.L:FE0/0,LAN,DI:ACM.ZI:X.RTONE:ARCEAUX,ACM,MPL,AGENCE ARCEAUX,FE0/0,arceaux-FE0/0,*** LAN DATA ***,,,,,,,,,,N,,,CD03F373CE,BVPN - Corporate 937,VPO0002,0022977660
DI:ACM.ZI:X.RTONE:DEMANDE.L:GE0/0,LAN,DI:ACM.ZI:X.RTONE:DEMANDE,ACM,MPL,BUREAU DE LA DEMANDE,GE0/0,demande-GE0/0,*** LAN DATA ***,,,,,,,,,,Y,,,CD03F3CTA9,BVPN - Corporate 6739,VPO0005,0022978319
DI:ACM.ZI:X.RTONE:DEMANDE.L:GE1/0,LR_LAN,DI:ACM.ZI:X.RTONE:DEMANDE,ACM,MPL,BUREAU DE LA DEMANDE,GE1/0,demande-GE1/0,*** WAN HD ***ORCH=RESEAU *** Interlan 1.0 ***,,,,,,,,,,Y,,,CD03F3CTA9,BVPN - Corporate 6739,VPO0005,0022978319
DI:ACM.ZI:X.RTONE:IMMO.L:GE0/0,LAN,DI:ACM.ZI:X.RTONE:IMMO,ACM,MPL,GEST IMMO ET SRC,GE0/0,immo-GE0/0,ORCH=CLIENT *** LAN CLIENT ***,,,,,,,,,,Y,,,CD03F3FABC,BVPN - Corporate 5711,VPO0005,0022978333
DI:ACM.ZI:X.RTONE:IMMO.L:GE1/0,LR_LAN,DI:ACM.ZI:X.RTONE:IMMO,ACM,MPL,GEST IMMO ET SRC,GE1/0,immo-GE1/0,*** WAN HD ***ORCH=RESEAU *** Interlan 1.0 ***,,,,,,,,,,Y,,,CD03F3FABC,BVPN - Corporate 5711,VPO0005,0022978333
DI:ACM.ZI:X.RTONE:MERCURE.L:A0,LR,DI:ACM.ZI:X.RTONE:MERCURE,ACM,MPL,AGENCE MERCURE,A0,mercure-A0,,,,,,,,,,,Y,,,CD03DDZ9F5,BVPN - Corporate 937,VPO0002,0022965138
DI:ACM.ZI:X.RTONE:MERCURE.L:FE0/0,LAN,DI:ACM.ZI:X.RTONE:MERCURE,ACM,MPL,AGENCE MERCURE,FE0/0,mercure-FE0/0,*** LAN CLIENT ***,,,,,,,,,,N,,,CD03DDZ9F5,BVPN - Corporate 937,VPO0002,0022965138
DI:ACM.ZI:X.RTONE:MPL-MASSANE.L:A0,LR,DI:ACM.ZI:X.RTONE:MPL-MASSANE,ACM,MPL,AG- HAUTS DE MASSANE,A0,mpl-massane-A0,ORCH=RESEAU *** Liaison DSL 0027XZR7 ***,,,,,,,,,,Y,,,CD03F36MB0,BVPN - Corporate 937,VPO0002,0022977611
DI:ACM.ZI:X.RTONE:MPL-MASSANE.L:FE0/0,LAN,DI:ACM.ZI:X.RTONE:MPL-MASSANE,ACM,MPL,AG- HAUTS DE MASSANE,FE0/0,mpl-massane-FE0/0,,,,,,,,,,,N,,,CD03F36MB0,BVPN - Corporate 937,VPO0002,0022977611
DI:ACM.ZI:X.RTONE:SIEGE.L:GE0/0,LAN,DI:ACM.ZI:X.RTONE:SIEGE,ACM,MPL,OPAC SIEGE SITE PPAL,GE0/0,siege-GE0/0,*** LAN DATA ***,192.168.1.10,,,,,,,,,N,,,CD03DE3Y90,BVPN - Corporate 13980,VPO0005,0022968821
DI:ACM.ZI:X.RTONE:SIEGE.L:GE0/1,LAN,DI:ACM.ZI:X.RTONE:SIEGE,ACM,MPL,OPAC SIEGE SITE PPAL,GE0/1,siege-GE0/1,*** Lien ADMIN GW ***,10.10.10.2,,,,,,,,,N,,,CD03DE3Y90,BVPN - Corporate 13980,VPO0005,0022968821
DI:ACM.ZI:X.RTONE:SIEGE.L:GE1/0,LR_LAN,DI:ACM.ZI:X.RTONE:SIEGE,ACM,MPL,OPAC SIEGE SITE PPAL,GE1/0,siege-GE1/0,*** WAN HD ***ORCH=RESEAU *** Interlan 1.0 ***,,,,,,,,,,Y,,,CD03DE3Y90,BVPN - Corporate 13980,VPO0005,0022968821
DI:ACM.ZI:X.RTONE:VLEZ2.L:A0,LR,DI:ACM.ZI:X.RTONE:VLEZ2,ACM,MPL,AGENCE LEZ,A0,vlez2-A0,,,,,,,,,,,Y,,,CD03F3ALB1,BVPN - Corporate 937,VPO0002,0022977789
DI:ACM.ZI:X.RTONE:VLEZ2.L:FE0/0,LAN,DI:ACM.ZI:X.RTONE:VLEZ2,ACM,MPL,AGENCE LEZ,FE0/0,vlez2-FE0/0,*** LAN DATA ***,,,,,,,,,,N,,,CD03F3ALB1,BVPN - Corporate 937,VPO0002,0022977789
DI:ADPGSI_AG.ZI:X.CONVATRI:100.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:100,ADPGSI_AG,FR,MAN_EYBENS,Port A-3,100-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:100.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:100,ADPGSI_AG,FR,MAN_EYBENS,Port N-1,100-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEBMI541.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEBMI541,ADPGSI_AG,FR,MAN_BLAGNAC2,Port A-3,A100-CEBMI541-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEBMI541.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEBMI541,ADPGSI_AG,FR,MAN_BLAGNAC2,Port N-1,A100-CEBMI541-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CECSM881.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CECSM881,ADPGSI_AG,FR,MAN_CARQUEFOU2,Port A-3,A100-CECSM881-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CECSM881.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CECSM881,ADPGSI_AG,FR,MAN_CARQUEFOU2,Port N-1,A100-CECSM881-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEHRW091.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEHRW091,ADPGSI_AG,FR,MAN_HEROUVILLE,Port A-3,A100-CEHRW091-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEHRW091.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEHRW091,ADPGSI_AG,FR,MAN_HEROUVILLE,Port N-1,A100-CEHRW091-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEMRY741.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEMRY741,ADPGSI_AG,FR,MAN_MARSEILLE,Port A-3,A100-CEMRY741-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEMRY741.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEMRY741,ADPGSI_AG,FR,MAN_MARSEILLE,Port N-1,A100-CEMRY741-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEMTT181.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEMTT181,ADPGSI_AG,FR,MAN_MONT SAINT AIGNA,Port A-3,A100-CEMTT181-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEMTT181.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEMTT181,ADPGSI_AG,FR,MAN_MONT SAINT AIGNA,Port N-1,A100-CEMTT181-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEPSS661.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEPSS661,ADPGSI_AG,FR,MAN_PESSAC,Port A-3,A100-CEPSS661-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEPSS661.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEPSS661,ADPGSI_AG,FR,MAN_PESSAC,Port N-1,A100-CEPSS661-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEQ7KDC2.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEQ7KDC2,ADPGSI_AG,FR,MAN_ORSID NATION,Port A-3,A100-CEQ7KDC2-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEQ7KDC2.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEQ7KDC2,ADPGSI_AG,FR,MAN_ORSID NATION,Port N-1,A100-CEQ7KDC2-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CESDD881.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CESDD881,ADPGSI_AG,FR,MAN_LYON 1,Port A-3,A100-CESDD881-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CESDD881.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CESDD881,ADPGSI_AG,FR,MAN_LYON 1,Port N-1,A100-CESDD881-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CESDE071.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CESDE071,ADPGSI_AG,FR,MAN_LYON2,Port A-3,A100-CESDE071-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CESDE071.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CESDE071,ADPGSI_AG,FR,MAN_LYON2,Port N-1,A100-CESDE071-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEUGHMC1.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEUGHMC1,ADPGSI_AG,FR,MAN_LISSE,Port A-3,A100-CEUGHMC1-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEUGHMC1.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEUGHMC1,ADPGSI_AG,FR,MAN_LISSE,Port N-1,A100-CEUGHMC1-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEUNWKC1.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEUNWKC1,ADPGSI_AG,FR,MAN_NANTERRE OFFICE,Port A-3,A100-CEUNWKC1-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEUNWKC1.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEUNWKC1,ADPGSI_AG,FR,MAN_NANTERRE OFFICE,Port N-1,A100-CEUNWKC1-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWFGLC2.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWFGLC2,ADPGSI_AG,FR,MAN_LE PEC ACCES 1,Port A-3,A100-CEWFGLC2-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWFGLC2.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWFGLC2,ADPGSI_AG,FR,MAN_LE PEC ACCES 1,Port N-1,A100-CEWFGLC2-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWGRGC1.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWGRGC1,ADPGSI_AG,FR,MAN_LE PEC 2 ACCES 1,Port A-3,A100-CEWGRGC1-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWGRGC1.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWGRGC1,ADPGSI_AG,FR,MAN_LE PEC 2 ACCES 1,Port N-1,A100-CEWGRGC1-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWITFC1.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWITFC1,ADPGSI_AG,FR,MAN_AUBERVILLIERS,Port A-3,A100-CEWITFC1-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWITFC1.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWITFC1,ADPGSI_AG,FR,MAN_AUBERVILLIERS,Port N-1,A100-CEWITFC1-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWSR711.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWSR711,ADPGSI_AG,FR,MAN_WASQUEHAL 2,Port A-3,A100-CEWSR711-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWSR711.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEWSR711,ADPGSI_AG,FR,MAN_WASQUEHAL 2,Port N-1,A100-CEWSR711-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEYBIFC5.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEYBIFC5,ADPGSI_AG,FR,MAN_ORSID BALLAINVIL,Port A-3,A100-CEYBIFC5-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEYBIFC5.L:PORTN-1,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A100-CEYBIFC5,ADPGSI_AG,FR,MAN_ORSID BALLAINVIL,Port N-1,A100-CEYBIFC5-Port N-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A200-CEUSKIC1.L:PORTA-3,LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A200-CEUSKIC1,ADPGSI_AG,FR,MAN_HUB NANTERRE 1,Port A-3,A200-CEUSKIC1-Port A-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.CONVATRI:A200-CEUSKIC1.L:PORTN-2,LR_LAN,DI:ADPGSI_AG.ZI:X.CONVATRI:A200-CEUSKIC1,ADPGSI_AG,FR,MAN_HUB NANTERRE 1,Port N-2,A200-CEUSKIC1-Port N-2,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2.L:M-1/P-1,LAN,DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2,ADPGSI_AG,FR,MAN_SURESNES1,M-1/P-1,A2100-CEUSHJC2-M-1/P-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2.L:M-2/P-1,LAN,DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2,ADPGSI_AG,FR,MAN_SURESNES1,M-2/P-1,A2100-CEUSHJC2-M-2/P-1,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2.L:M-2/P-2,LAN,DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2,ADPGSI_AG,FR,MAN_SURESNES1,M-2/P-2,A2100-CEUSHJC2-M-2/P-2,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2.L:M-2/P-3,LAN,DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2,ADPGSI_AG,FR,MAN_SURESNES1,M-2/P-3,A2100-CEUSHJC2-M-2/P-3,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2.L:M-2/P-4,LAN,DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2,ADPGSI_AG,FR,MAN_SURESNES1,M-2/P-4,A2100-CEUSHJC2-M-2/P-4,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2.L:M-2/P-5,LAN,DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2,ADPGSI_AG,FR,MAN_SURESNES1,M-2/P-5,A2100-CEUSHJC2-M-2/P-5,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2.L:M-2/P-6,LAN,DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2,ADPGSI_AG,FR,MAN_SURESNES1,M-2/P-6,A2100-CEUSHJC2-M-2/P-6,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2.L:M-2/P-7,LAN,DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2,ADPGSI_AG,FR,MAN_SURESNES1,M-2/P-7,A2100-CEUSHJC2-M-2/P-7,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2.L:M-2/P-8,LAN,DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2,ADPGSI_AG,FR,MAN_SURESNES1,M-2/P-8,A2100-CEUSHJC2-M-2/P-8,,,,,,,,,,,N,,,,,,
DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2.L:N-1,LR_LAN,DI:ADPGSI_AG.ZI:X.RTATRI:A2100-CEUSHJC2,ADPGSI_AG,FR,MAN_SURESNES1,N-1,A2100-CEUSHJC2-N-1,,,,,,,,,,,N,,,,,,
