##v1.0##
#family,reference,subtype,domain,cosType
DI.ZI.RTONE.L.N,AG2R_LM.X.ALBIVALMY-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ALBIVALMY-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ALBIVALMY-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ALBIVALMY-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AMIENSBOVES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AMIENSBOVES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AMIENSBOVES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AMIENSBOVES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AMIENSROY-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AMIENSROY-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AMIENSROY-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AMIENSROY-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANGERSHARAS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANGERSHARAS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANGERSHARAS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANGERSHARAS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANGOULEMERAC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANGOULEMERAC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANGOULEMERAC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANGOULEMERAC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANNECYSOM3-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANNECYSOM3-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANNECYSOM3-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANNECYSOM3-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANNECYSOM31-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANNECYSOM31-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ANNECYSOM31-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ATOSORLEANS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ATOSORLEANS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ATOSORLEANS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ATOSORLEANS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AURILLACREPUB-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AURILLACREPUB-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AURILLACREPUB-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AVIGNONCAMPANA-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AURILLACREPUB-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AVIGNONCAMPANA-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AVIGNONCAMPANA-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BAYONNEBOURG-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.AVIGNONCAMPANA-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BAYONNEBOURG-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BAYONNEBOURG-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BERGERACHUGO-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BAYONNEBOURG-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BERGERACHUGO-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BERGERACHUGO-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BESANCONCARNOT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BERGERACHUGO-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BESANCONCARNOT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BESANCONCARNOT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BEZIERSMONTIMA-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BESANCONCARNOT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BOENEVEU-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BEZIERSMONTIMA-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BEZIERSMONTIMA-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BOENEVEU-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BOENEVEU-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BORDEAUXMEDOC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BOENEVEU-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BORDEAUXMEDOC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BORDEAUXMEDOC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BORDEAUXQUINC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BORDEAUXMEDOC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BORDEAUXQUINC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BORDEAUXQUINC-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BOURGSEPTEMBRE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BORDEAUXQUINC-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BOURGSEPTEMBRE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BOURGSEPTEMBRE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BRESTPICOT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BOURGSEPTEMBRE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BRESTPICOT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BRESTPICOT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BRIVESALAN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BRESTPICOT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BRIVESALAN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BRIVESALAN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CAENEUDES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.BRIVESALAN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CAENEUDES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CAENEUDES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CALAISJACQUARD-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CAENEUDES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CALAISJACQUARD-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CALAISJACQUARD-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CASTRESSOULT-N.A0.8-35,L,,0
0
DI.ZI.RTONE.L.N,AG2R_LM.X.CASTRESSOULT-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CASTRESSOULT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CHALONDEWET-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CASTRESSOULT-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CHALONDEWET-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CHALONDEWET-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CHAMBERYREPUB-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CHALONDEWET-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CHAMBERYREPUB-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CHAMBERYREPUB-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CHATILLONSTAL-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CHAMBERYREPUB-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CHATILLONSTAL-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CHATILLONSTAL-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CIMSECLIN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CHATILLONSTAL-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CIMSECLIN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CIMSECLIN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CLERMONTHEREM-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CIMSECLIN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CLERMONTHEREM-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.CLERMONTHEREM-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.COLMARRESIST-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.COLMARRESIST-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.COMPIEGNECHANG-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.COLMARRESIST-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.COMPIEGNECHANG-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.COMPIEGNECHANG-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DATASYSTEMPARI-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.COMPIEGNECHANG-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DATASYSTEMPARI-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DATASYSTEMPARI-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DAXBOUVET-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DATASYSTEMPARI-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DAXBOUVET-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DAXBOUVET-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DIJONDARCY-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DAXBOUVET-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DIJONDARCY-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DIJONDARCY-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DIJONJEANNIN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DIJONDARCY-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DIJONJEANNIN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DIJONJEANNIN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ELOQUANTGRENOB-N.FE1/0.13,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.DIJONJEANNIN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ELOQUANTGRENOB-S.FE1/0.28,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ELOQUANTGRENOB-N.FE1/0.13,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ELOQUANTSFRDATCTER-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ELOQUANTGRENOB-S.FE1/0.28,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ELOQUANTSFRDATCTER-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.EPINALVALE-N.A0.8-35,L,,0
35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.ELOQUANTSFRDATCTER-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.EPINALVALE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.EPINALVALE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.FLERSLORIBES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.EPINALVALE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.FLERSLORIBES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.FLERSLORIBES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.GFILILLE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.FLERSLORIBES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.GFILILLE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.GFILILLE-N.A0.8-35,L,,0
,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.GFILILLE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.GRENOBLEJAURES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.GRENOBLEJAURES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPAIXALPES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.GRENOBLEJAURES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPAIXALPES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPAIXALPES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPANGERS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPAIXALPES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPANGERS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPANGERS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPANGERS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPANNECY-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPANNECY-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPAVIGNON-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPAVIGNON-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPAVIGNON-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPAVIGNON-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPBAYONNE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPBAYONNE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPBAYONNE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPBLOIS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPBLOIS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPBLOIS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPBOURGES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPBOURGES-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPBOURGES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPBOURGES-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPBREST-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPBREST-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPBREST-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPBREST-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCAEN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCAEN-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCAEN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCAEN-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCHAMBERY-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCHAMBERY-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCHAMBERY-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCHAMBERY-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCHARLEVILL-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCHARLEVILL-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCHARLEVILL-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCHARLEVILL-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCHATILLON-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCHATILLON-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCHATILLON-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCHATILLON-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCORSE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCORSE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCORSE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPCORSE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPGUADELOUPE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPGUADELOUPE-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPGUADELOUPE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPGUADELOUPE-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPLEMANS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPLEMANS-N.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPLEMANS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPLEMANS-S.A0.8-35,L,,0
DI.ZI.RTONE.L.N,AG2R_LM.X.INSPMARNE-N.A0.8-35,L,,0
