##v1.0##
FDN,OBJECT_TYPE,EQT_FDN,DOMAIN,ZONE,SITE,NAME,MNEMO,COMMENTARY,IP_ADDRESS,CIAL_TYPE,CIAL_PRIMARY,CIAL_PROTOCOL,CIAL_PE_NAME,CIAL_ACCESS_TYPE_NETWORK,CIAL_TAIL_CIRCUIT_BWD_UP,CIAL_TAIL_CIRCUIT_BWD_DOWN,CIAL_SOLD_BWD,SRV_STAT_DATA,SRV_LOAD_MAX_UP_SLA,SRV_LOAD_MAX_DOWN_SLA,SRV_TECH_REFERENCE,SRV_TECH_NAME,SRV_TECH_TYPE,SRV_CIAL_REFERENCE
DI:AAF.ZI:X.RTONE:HEUDEBOUVILLE-S1.L:A0,LR,DI:AAF.ZI:X.RTONE:HEUDEBOUVILLE-S1,AAF,ROU,HEUDEBOUVILLE,A0,heudebouville-s1-A0,VERS ROU6 ATM2/0/1.93,,,,,,,,,,Y,,,CD02643SAE,BVPN - Corporate 2048,VPO0012,0022665208
DI:AAF.ZI:X.RTONE:HEUDEBOUVILLE-S1.L:FE0/0,LAN,DI:AAF.ZI:X.RTONE:HEUDEBOUVILLE-S1,AAF,ROU,HEUDEBOUVILLE,FE0/0,heudebouville-s1-FE0/0,ORCH=CLIENT *** LAN CLIENT ***,,,,,,,,,,N,,,CD02643SAE,BVPN - Corporate 2048,VPO0012,0022665208
DI:AAF.ZI:X.RTONE:HEUDEBOUVILLE-S1.L:FE0/3,LD_LAN,DI:AAF.ZI:X.RTONE:HEUDEBOUVILLE-S1,AAF,ROU,HEUDEBOUVILLE,FE0/3,heudebouville-s1-FE0/3,ORCH=DEPORT --- ROCADE ---,20.20.20.21,,,,,,,,,Y,,,CD02643SAE,BVPN - Corporate 2048,VPO0012,0022665208
DI:AAF.ZI:X.RTONE:VINC-N.L:A0,LR,DI:AAF.ZI:X.RTONE:VINC-N,AAF,IDF,VINCENNES,A0,vinc-n-A0,ORCH=RESEAU *** Liaison DSL ***,,,,,,,,,,N,,,CD03KT2VF9,BVPN - Corporate 2048,VPO0012,0023018923
DI:AAF.ZI:X.RTONE:VINC-N.L:FE0/0,LAN,DI:AAF.ZI:X.RTONE:VINC-N,AAF,IDF,VINCENNES,FE0/0,vinc-n-FE0/0,ORCH=CLIENT *** LAN CLIENT ***,,,,,,,,,,N,,,CD03KT2VF9,BVPN - Corporate 2048,VPO0012,0023018923
DI:AAF.ZI:X.RTONE:VINC-N.L:FE0/3,LD_LAN,DI:AAF.ZI:X.RTONE:VINC-N,AAF,IDF,VINCENNES,FE0/3,vinc-n-FE0/3,ORCH=DEPORT --- ROCADE ---,20.20.20.21,,,,,,,,,N,,,CD03KT2VF9,BVPN - Corporate 2048,VPO0012,0023018923
DI:AAF.ZI:X.RTONE:VINC-S.L:A0,LR,DI:AAF.ZI:X.RTONE:VINC-S,AAF,IDF,VINCENNES,A0,vinc-s-A0,ORCH=RESEAU *** Liaison DSL ***,,,,,,,,,,N,,,CD03KT2VF9,BVPN - Corporate 2048,VPO0012,0023018923
DI:AAF.ZI:X.RTONE:VINC-S.L:FE0/0,LAN,DI:AAF.ZI:X.RTONE:VINC-S,AAF,IDF,VINCENNES,FE0/0,vinc-s-FE0/0,ORCH=CLIENT *** LAN CLIENT ***,,,,,,,,,,N,,,CD03KT2VF9,BVPN - Corporate 2048,VPO0012,0023018923
DI:AAF.ZI:X.RTONE:VINC-S.L:FE0/3,LD_LAN,DI:AAF.ZI:X.RTONE:VINC-S,AAF,IDF,VINCENNES,FE0/3,vinc-s-FE0/3,ORCH=DEPORT --- ROCADE ---,20.20.20.22,,,,,,,,,N,,,CD03KT2VF9,BVPN - Corporate 2048,VPO0012,0023018923
DI:AAF.ZI:X.RTSNMP:BJNJ2-AAF-TPC.L:SP-11/1/0-2144-INSIDE,LR,DI:AAF.ZI:X.RTSNMP:BJNJ2-AAF-TPC,AAF,ROU,PASSERELLE INTERNET,SP-11/1/0-2144-inside,Passerelle Internet BVPN cote Internet,SPV # CD02613BA1 AAF_TPC PI 194.250.203.40 inside # by NConf (trefouel) 2011-04-19 17:06:56,,,,,,,,,,Y,,,,,,
DI:AAF.ZI:X.RTSNMP:BJNJ2-AAF-TPC.L:SP-11/1/0-2145-OUTSIDE,LD,DI:AAF.ZI:X.RTSNMP:BJNJ2-AAF-TPC,AAF,ROU,PASSERELLE INTERNET,SP-11/1/0-2145-outside,Passerelle Internet BVPN cote VPN,SPV # CD02613BA1 AAF_TPC PI 194.250.203.40 outside # by NConf (trefouel) 2011-04-19 17:06:56,,,,,,,,,,Y,,,,,,
DI:ANDROS.ZI:X.RTCIS:AUNEAU1.L:FE0/0/0,LAN,DI:ANDROS.ZI:X.RTCIS:AUNEAU1,ANDROS,ORL,ANDROS-NET AUNEAU1,FE0/0/0,auneau1-FE0/0/0,,,,,,,,,,,N,,,,,,
DI:ANDROS.ZI:X.RTCIS:AUNEAU1.L:GE0/0,LR_LAN,DI:ANDROS.ZI:X.RTCIS:AUNEAU1,ANDROS,ORL,ANDROS-NET AUNEAU1,GE0/0,auneau1-GE0/0,*** WAN HD ***--- INTERFACE HD ---,,,,,,,,,,Y,,,,,,
DI:ANDROS.ZI:X.RTCIS:AUNEAU1.L:GE0/1,LAN,DI:ANDROS.ZI:X.RTCIS:AUNEAU1,ANDROS,ORL,ANDROS-NET AUNEAU1,GE0/1,auneau1-GE0/1,--- LAN CLIENT ---,10.255.102.1,,,,,,,,,N,,,,,,
DI:ANDROS.ZI:X.RTCIS:AUNEAU2.L:FE0/0/0,LAN,DI:ANDROS.ZI:X.RTCIS:AUNEAU2,ANDROS,ORL,ANDROS-NET AUNEAU2,FE0/0/0,auneau2-FE0/0/0,--- ROCADE ---,,,,,,,,,,N,,,,,,
DI:ANDROS.ZI:X.RTCIS:AUNEAU2.L:GE0/0,LR_LAN,DI:ANDROS.ZI:X.RTCIS:AUNEAU2,ANDROS,ORL,ANDROS-NET AUNEAU2,GE0/0,auneau2-GE0/0,*** WAN HD ***--- INTERFACE HD ---,,,,,,,,,,Y,,,,,,
DI:ANDROS.ZI:X.RTCIS:AUNEAU2.L:GE0/1,LAN,DI:ANDROS.ZI:X.RTCIS:AUNEAU2,ANDROS,ORL,ANDROS-NET AUNEAU2,GE0/1,auneau2-GE0/1,--- LAN CLIENT ---,10.255.102.2,,,,,,,,,N,,,,,,
DI:ANDROS.ZI:X.RTCIS:BIARS1.L:GE0/0,LAN,DI:ANDROS.ZI:X.RTCIS:BIARS1,ANDROS,TLS,ANDROS-BIARS,GE0/0,biars1-GE0/0,*** LAN DATA ***,10.255.101.3,,,,,,,,,N,,,CD037U3ME1,BVPN - Corporate 14312,VPO0006,0022916027
DI:ANDROS.ZI:X.RTCIS:BIARS1.L:GE0/1,LR_LAN,DI:ANDROS.ZI:X.RTCIS:BIARS1,ANDROS,TLS,ANDROS-BIARS,GE0/1,biars1-GE0/1,*** WAN HD ***ORCH=RESEAU --- INTERFACE HD ---,,,,,,,,,,Y,,,CD037U3ME1,BVPN - Corporate 14312,VPO0006,0022916027
DI:ANDROS.ZI:X.RTCIS:BIARS1.L:GE0/2,LD_LAN,DI:ANDROS.ZI:X.RTCIS:BIARS1,ANDROS,TLS,ANDROS-BIARS,GE0/2,biars1-GE0/2,"rocade",172.16.1.1,,,,,,,,,Y,,,CD037U3ME1,BVPN - Corporate 14312,VPO0006,0022916027
DI:ANDROS.ZI:X.RTCIS:BIARS1.L:GE0/3,LAN,DI:ANDROS.ZI:X.RTCIS:BIARS1,ANDROS,TLS,ANDROS-BIARS,GE0/3,biars1-GE0/3,,,,,,,,,,,N,,,CD037U3ME1,BVPN - Corporate 14312,VPO0006,0022916027
DI:ANDROS.ZI:X.RTCIS:BIARS2.L:GE0/0,LAN,DI:ANDROS.ZI:X.RTCIS:BIARS2,ANDROS,POI,ANDROS-BIARS,GE0/0,biars2-GE0/0,*** LAN DATA ***,10.255.101.1,,,,,,,,,N,,,CD037U8LE0,BVPN - Corporate 14312,VPO0006,0022916061
DI:ANDROS.ZI:X.RTCIS:BIARS2.L:GE0/1,LR_LAN,DI:ANDROS.ZI:X.RTCIS:BIARS2,ANDROS,POI,ANDROS-BIARS,GE0/1,biars2-GE0/1,*** WAN HD ***ORCH=RESEAU --- INTERFACE HD ---,,,,,,,,,,Y,,,CD037U8LE0,BVPN - Corporate 14312,VPO0006,0022916061
DI:ANDROS.ZI:X.RTCIS:BIARS2.L:GE0/2,LD_LAN,DI:ANDROS.ZI:X.RTCIS:BIARS2,ANDROS,POI,ANDROS-BIARS,GE0/2,biars2-GE0/2,ORCH=DEPORT ,172.16.1.2,,,,,,,,,Y,,,CD037U8LE0,BVPN - Corporate 14312,VPO0006,0022916061
DI:ANDROS.ZI:X.RTCIS:BIARS2.L:GE0/3,LAN,DI:ANDROS.ZI:X.RTCIS:BIARS2,ANDROS,POI,ANDROS-BIARS,GE0/3,biars2-GE0/3,,,,,,,,,,,N,,,CD037U8LE0,BVPN - Corporate 14312,VPO0006,0022916061
DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT1.L:FE0/0/0,LD_LAN,DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT1,ANDROS,TLS,ANDROS-BLANQUEFORT,FE0/0/0,blanquefort1-FE0/0/0,ORCH=DEPORT ,,,,,,,,,,Y,,,CD03J2FMB5,BVPN - Corporate 2048,VPO0014,0022996871
DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT1.L:GE0/0,LAN,DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT1,ANDROS,TLS,ANDROS-BLANQUEFORT,GE0/0,blanquefort1-GE0/0,*** LAN CLIENT ***,10.255.105.1,,,,,,,,,N,,,CD03J2FMB5,BVPN - Corporate 2048,VPO0014,0022996871
DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT1.L:GE0/1,LR_LAN,DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT1,ANDROS,TLS,ANDROS-BLANQUEFORT,GE0/1,blanquefort1-GE0/1,*** WAN HD ***ORCH=RESEAU --- INTERFACE HD ---,,,,,,,,,,Y,,,CD03J2FMB5,BVPN - Corporate 2048,VPO0014,0022996871
DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT1.L:GE0/3,LAN,DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT1,ANDROS,TLS,ANDROS-BLANQUEFORT,GE0/3,blanquefort1-GE0/3,,,,,,,,,,,N,,,CD03J2FMB5,BVPN - Corporate 2048,VPO0014,0022996871
DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT2.L:FE0/0/0,LD_LAN,DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT2,ANDROS,TLS,ANDROS-BLANQUEFORT,FE0/0/0,blanquefort2-FE0/0/0,ORCH=DEPORT ,,,,,,,,,,Y,,,CD03J2FMB5,BVPN - Corporate 2048,VPO0014,0022996871
DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT2.L:GE0/0,LAN,DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT2,ANDROS,TLS,ANDROS-BLANQUEFORT,GE0/0,blanquefort2-GE0/0,*** LAN CLIENT ***,10.255.105.3,,,,,,,,,N,,,CD03J2FMB5,BVPN - Corporate 2048,VPO0014,0022996871
DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT2.L:GE0/1,LR_LAN,DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT2,ANDROS,TLS,ANDROS-BLANQUEFORT,GE0/1,blanquefort2-GE0/1,*** WAN HD ***ORCH=RESEAU --- INTERFACE HD ---,,,,,,,,,,Y,,,CD03J2FMB5,BVPN - Corporate 2048,VPO0014,0022996871
DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT2.L:GE0/3,LAN,DI:ANDROS.ZI:X.RTCIS:BLANQUEFORT2,ANDROS,TLS,ANDROS-BLANQUEFORT,GE0/3,blanquefort2-GE0/3,,,,,,,,,,,N,,,CD03J2FMB5,BVPN - Corporate 2048,VPO0014,0022996871
DI:ANDROS.ZI:X.RTCIS:INTERNET1.L:FE0/0/3,LD_LAN,DI:ANDROS.ZI:X.RTCIS:INTERNET1,ANDROS,TLS,ANDROS-INTERNET,FE0/0/3,internet1-FE0/0/3," rocade vers andros-internet-alti sur f0/0/0 ",,,,,,,,,,Y,,,CD02ZZSPCF,Business Internet Ext. 10240,BIE0004,0022878104
DI:ANDROS.ZI:X.RTCIS:INTERNET1.L:GE0/0,LR_LAN,DI:ANDROS.ZI:X.RTCIS:INTERNET1,ANDROS,TLS,ANDROS-INTERNET,GE0/0,internet1-GE0/0,,,,,,,,,,,Y,,,CD02ZZSPCF,Business Internet Ext. 10240,BIE0004,0022878104
DI:ANDROS.ZI:X.RTCIS:INTERNET1.L:GE0/1,LAN,DI:ANDROS.ZI:X.RTCIS:INTERNET1,ANDROS,TLS,ANDROS-INTERNET,GE0/1,internet1-GE0/1,,81.255.200.178,,,,,,,,,N,,,CD02ZZSPCF,Business Internet Ext. 10240,BIE0004,0022878104
DI:ANDROS.ZI:X.RTCIS:INTERNET2.L:FE0/0/0,LD_LAN,DI:ANDROS.ZI:X.RTCIS:INTERNET2,ANDROS,TLS,ANDROS-INTERNET,FE0/0/0,internet2-FE0/0/0," rocade vers andros-internet-biars sur f0/0/3 ",,,,,,,,,,Y,,,CD02ZZXSCC,Business Internet Ext. 10240,BIE0004,0022878070
DI:ANDROS.ZI:X.RTCIS:INTERNET2.L:GE0/0,LR_LAN,DI:ANDROS.ZI:X.RTCIS:INTERNET2,ANDROS,TLS,ANDROS-INTERNET,GE0/0,internet2-GE0/0,,,,,,,,,,,Y,,,CD02ZZXSCC,Business Internet Ext. 10240,BIE0004,0022878070
DI:ANDROS.ZI:X.RTCIS:INTERNET2.L:GE0/1,LAN,DI:ANDROS.ZI:X.RTCIS:INTERNET2,ANDROS,TLS,ANDROS-INTERNET,GE0/1,internet2-GE0/1,,81.255.200.177,,,,,,,,,N,,,CD02ZZXSCC,Business Internet Ext. 10240,BIE0004,0022878070
DI:ANDROS.ZI:X.RTCIS:LASERNA1.L:FE0/0,LAN,DI:ANDROS.ZI:X.RTCIS:LASERNA1,ANDROS,ES,ANDROS-LA SERNA DE I,FE0/0,laserna1-FE0/0,--- LAN ---,10.255.203.1,,,,,,,,,N,,,,,,
DI:ANDROS.ZI:X.RTCIS:LASERNA1.L:FE0/1,LAN,DI:ANDROS.ZI:X.RTCIS:LASERNA1,ANDROS,ES,ANDROS-LA SERNA DE I,FE0/1,laserna1-FE0/1,---ROCADE---,10.255.255.1,,,,,,,,,N,,,,,,
DI:ANDROS.ZI:X.RTCIS:LASERNA1.L:S0/0/0,LR,DI:ANDROS.ZI:X.RTCIS:LASERNA1,ANDROS,ES,ANDROS-LA SERNA DE I,S0/0/0,laserna1-S0/0/0,--- XNR= DNA=4343103 MTN Port=,,,,,,,,,,Y,,,,EQUANT IPVPN,EVPNPERINT,
DI:ANDROS.ZI:X.RTCIS:MAROMME1.L:ATM0/1/IMA0,LR,DI:ANDROS.ZI:X.RTCIS:MAROMME1,ANDROS,ROU,ANDROS-MAROMME,ATM0/1/IMA0,maromme1-ATM0/1/IMA0,ORCH=RESEAU *** Liaison DSL 0027KLZ3 ***,,,,,,,,,,Y,,,CD037T6XF1,BVPN - Corporate 6816,VPO0012,0022916129
DI:ANDROS.ZI:X.RTCIS:MAROMME1.L:GE0/0,LAN,DI:ANDROS.ZI:X.RTCIS:MAROMME1,ANDROS,ROU,ANDROS-MAROMME,GE0/0,maromme1-GE0/0,*** LAN DATA ***,10.128.14.38,,,,,,,,,N,,,CD037T6XF1,BVPN - Corporate 6816,VPO0012,0022916129
DI:ANDROS.ZI:X.RTCIS:MAROMME1.L:GE0/1,LD_LAN,DI:ANDROS.ZI:X.RTCIS:MAROMME1,ANDROS,ROU,ANDROS-MAROMME,GE0/1,maromme1-GE0/1,ORCH=DEPORT --- ROCADE ---,10.10.10.2,,,,,,,,,Y,,,CD037T6XF1,BVPN - Corporate 6816,VPO0012,0022916129
DI:ANDROS.ZI:X.RTCIS:MAROMME1.L:GE0/3,LAN,DI:ANDROS.ZI:X.RTCIS:MAROMME1,ANDROS,ROU,ANDROS-MAROMME,GE0/3,maromme1-GE0/3,,,,,,,,,,,N,,,CD037T6XF1,BVPN - Corporate 6816,VPO0012,0022916129
DI:ANDROS.ZI:X.RTCIS:MAROMME2.L:ATM0/1/IMA0,LR,DI:ANDROS.ZI:X.RTCIS:MAROMME2,ANDROS,ROU,ANDROS-MAROMME,ATM0/1/IMA0,maromme2-ATM0/1/IMA0,ORCH=RESEAU *** Liaison DSL 0027KPY0 ***,,,,,,,,,,Y,,,CD037T6XF1,BVPN - Corporate 6816,VPO0012,0022916129
DI:ANDROS.ZI:X.RTCIS:MAROMME2.L:GE0/0,LAN,DI:ANDROS.ZI:X.RTCIS:MAROMME2,ANDROS,ROU,ANDROS-MAROMME,GE0/0,maromme2-GE0/0,*** LAN DATA ***,10.128.14.40,,,,,,,,,N,,,CD037T6XF1,BVPN - Corporate 6816,VPO0012,0022916129
DI:ANDROS.ZI:X.RTCIS:MAROMME2.L:GE0/1,LD_LAN,DI:ANDROS.ZI:X.RTCIS:MAROMME2,ANDROS,ROU,ANDROS-MAROMME,GE0/1,maromme2-GE0/1,ORCH=DEPORT --- ROCADE ---,10.10.10.1,,,,,,,,,Y,,,CD037T6XF1,BVPN - Corporate 6816,VPO0012,0022916129
DI:ANDROS.ZI:X.RTCIS:MAROMME2.L:GE0/3,LAN,DI:ANDROS.ZI:X.RTCIS:MAROMME2,ANDROS,ROU,ANDROS-MAROMME,GE0/3,maromme2-GE0/3,,,,,,,,,,,N,,,CD037T6XF1,BVPN - Corporate 6816,VPO0012,0022916129
DI:ANDROS.ZI:X.RTCIS:NYON1.L:ATM0/0/0,LR,DI:ANDROS.ZI:X.RTCIS:NYON1,ANDROS,1#CSCP,ANDROS-NYON,ATM0/0/0,nyon1-ATM0/0/0,,,,,,,,,,,Y,,,,EQUANT IPVPN,EVPNPREM,
DI:ANDROS.ZI:X.RTCIS:NYON1.L:FE0/0,LAN,DI:ANDROS.ZI:X.RTCIS:NYON1,ANDROS,1#CSCP,ANDROS-NYON,FE0/0,nyon1-FE0/0,--- Customer LAN ---,192.168.12.1,,,,,,,,,N,,,,EQUANT IPVPN,EVPNPREM,
DI:ANDROS.ZI:X.RTCIS:OLFORD1.L:FE0/0,LAN,DI:ANDROS.ZI:X.RTCIS:OLFORD1,ANDROS,GB,ANDROS-OLDFORD,FE0/0,olford1-FE0/0,*** LAN CLIENT ***,1.1.1.1,,,,,,,,,N,,,,,,
DI:ANDROS.ZI:X.RTCIS:OLFORD1.L:S0/0/0,LR,DI:ANDROS.ZI:X.RTCIS:OLFORD1,ANDROS,GB,ANDROS-OLDFORD,S0/0/0,olford1-S0/0/0,Vers CM= NOLI=,,,,,,,,,,Y,,,,EQUANT IPVPN,EVPNPERINT,
DI:ANDROS.ZI:X.RTCIS:OLFORD1S.L:ATM0,LR,DI:ANDROS.ZI:X.RTCIS:OLFORD1S,ANDROS,GB,ANDROS-OLDFORD,ATM0,olford1s-ATM0,,,,,,,,,,,N,,,,EQUANT IPVPN,EVPNPERINT,
DI:ANDROS.ZI:X.RTCIS:OLFORD1S.L:FE0,LAN,DI:ANDROS.ZI:X.RTCIS:OLFORD1S,ANDROS,GB,ANDROS-OLDFORD,FE0,olford1s-FE0,,,,,,,,,,,N,,,,EQUANT IPVPN,EVPNPERINT,
DI:ANDROS.ZI:X.RTCIS:OLFORD1S.L:VLAN1,LD_LAN,DI:ANDROS.ZI:X.RTCIS:OLFORD1S,ANDROS,GB,ANDROS-OLDFORD,VLAN1,olford1s-VLAN1,*** VLAN CLIENT ***,1.1.1.2,,,,,,,,,N,,,,EQUANT IPVPN,EVPNPERINT,
DI:ANDROS.ZI:X.RTCIS:PICS1.L:FE0/0/3,LAN,DI:ANDROS.ZI:X.RTCIS:PICS1,ANDROS,TLS,ANDROS-PICS,FE0/0/3,pics1-FE0/0/3,,,,,,,,,,,N,,,CD038PAJF8,BVPN - Corporate 8192,VPO0006,0022916118
DI:ANDROS.ZI:X.RTCIS:PICS1.L:GE0/0,LAN,DI:ANDROS.ZI:X.RTCIS:PICS1,ANDROS,TLS,ANDROS-PICS,GE0/0,pics1-GE0/0,--- LAN CLIENT ---,10.255.100.3,,,,,,,,,N,,,CD038PAJF8,BVPN - Corporate 8192,VPO0006,0022916118
DI:ANDROS.ZI:X.RTCIS:PICS1.L:GE0/1,LR_LAN,DI:ANDROS.ZI:X.RTCIS:PICS1,ANDROS,TLS,ANDROS-PICS,GE0/1,pics1-GE0/1,*** WAN HD ***ORCH=RESEAU --- INTERFACE HD ---,,,,,,,,,,Y,,,CD038PAJF8,BVPN - Corporate 8192,VPO0006,0022916118
DI:ANDROS.ZI:X.RTCIS:PICS1.L:GE0/3,LAN,DI:ANDROS.ZI:X.RTCIS:PICS1,ANDROS,TLS,ANDROS-PICS,GE0/3,pics1-GE0/3,,,,,,,,,,,N,,,CD038PAJF8,BVPN - Corporate 8192,VPO0006,0022916118
DI:ANDROS.ZI:X.RTCIS:PICS2.L:FE0/0/0,LAN,DI:ANDROS.ZI:X.RTCIS:PICS2,ANDROS,TLS,ANDROS-PICS,FE0/0/0,pics2-FE0/0/0,,,,,,,,,,,N,,,CD038PFRE0,BVPN - Corporate 8192,VPO0006,0022916113
DI:ANDROS.ZI:X.RTCIS:PICS2.L:GE0/0,LAN,DI:ANDROS.ZI:X.RTCIS:PICS2,ANDROS,TLS,ANDROS-PICS,GE0/0,pics2-GE0/0,--- LAN CLIENT ---,10.255.100.1,,,,,,,,,N,,,CD038PFRE0,BVPN - Corporate 8192,VPO0006,0022916113
DI:ANDROS.ZI:X.RTCIS:PICS2.L:GE0/1,LR_LAN,DI:ANDROS.ZI:X.RTCIS:PICS2,ANDROS,TLS,ANDROS-PICS,GE0/1,pics2-GE0/1,*** WAN HD ***ORCH=RESEAU --- INTERFACE HD ---,,,,,,,,,,Y,,,CD038PFRE0,BVPN - Corporate 8192,VPO0006,0022916113
DI:ANDROS.ZI:X.RTCIS:PICS2.L:GE0/3,LAN,DI:ANDROS.ZI:X.RTCIS:PICS2,ANDROS,TLS,ANDROS-PICS,GE0/3,pics2-GE0/3,,,,,,,,,,,N,,,CD038PFRE0,BVPN - Corporate 8192,VPO0006,0022916113
DI:ANDROS.ZI:X.RTCIS:ROZET1.L:FE0/0,LAN,DI:ANDROS.ZI:X.RTCIS:ROZET1,ANDROS,AMI,ANDROS-ROZET ST ALBI,FE0/0,rozet1-FE0/0,*** LAN DATA ***,10.128.94.38,,,,,,,,,N,,,CD037WATF7,BVPN - Corporate 1534,VPO0009,0022915915
DI:ANDROS.ZI:X.RTCIS:ROZET1.L:FE0/1,LD_LAN,DI:ANDROS.ZI:X.RTCIS:ROZET1,ANDROS,AMI,ANDROS-ROZET ST ALBI,FE0/1,rozet1-FE0/1,ORCH=DEPORT ,20.20.20.17,,,,,,,,,Y,,,CD037WATF7,BVPN - Corporate 1534,VPO0009,0022915915
DI:ANDROS.ZI:X.RTCIS:ROZET1.L:S0/0/0,LR,DI:ANDROS.ZI:X.RTCIS:ROZET1,ANDROS,AMI,ANDROS-ROZET ST ALBI,S0/0/0,rozet1-S0/0/0,ORCH=RESEAU ,,,,,,,,,,Y,,,CD037WATF7,BVPN - Corporate 1534,VPO0009,0022915915
